step,C-NR,C-SR,C-AR,C-UR,OC-NR,OC-SR,OC-AR,OC-UR,OD-NR,OD-SR,OD-AR,OD-UR,D-NR,D-SR,D-AR,D-UR
807,0,168,0,118,0,59,0,55,0,0,0,0,0,0,0,0
808,0,158,0,72,0,108,0,62,0,0,0,0,0,0,0,0
809,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
810,0,161,0,68,0,105,0,66,0,0,0,0,0,0,0,0
811,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
812,0,156,0,70,0,110,0,64,0,0,0,0,0,0,0,0
813,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
814,0,161,0,67,0,105,0,67,0,0,0,0,0,0,0,0
815,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
816,0,159,0,72,0,107,0,62,0,0,0,0,0,0,0,0
817,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
818,0,163,0,70,0,103,0,64,0,0,0,0,0,0,0,0
819,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
820,0,161,0,68,0,105,0,66,0,0,0,0,0,0,0,0
821,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
822,0,161,0,69,0,105,0,65,0,0,0,0,0,0,0,0
823,0,170,0,117,0,58,0,55,0,0,0,0,0,0,0,0
824,0,159,0,69,0,107,0,65,0,0,0,0,0,0,0,0
825,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
826,0,159,0,73,0,107,0,61,0,0,0,0,0,0,0,0
827,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
828,0,156,0,73,0,110,0,61,0,0,0,0,0,0,0,0
829,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
830,0,160,0,71,0,106,0,63,0,0,0,0,0,0,0,0
831,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
832,0,162,0,71,0,104,0,63,0,0,0,0,0,0,0,0
833,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
834,0,163,0,69,0,103,0,65,0,0,0,0,0,0,0,0
835,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
836,0,157,0,72,0,109,0,62,0,0,0,0,0,0,0,0
837,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
838,0,157,0,73,0,109,0,61,0,0,0,0,0,0,0,0
839,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
840,0,155,0,72,0,111,0,62,0,0,0,0,0,0,0,0
841,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
842,0,163,0,75,0,103,0,59,0,0,0,0,0,0,0,0
843,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
844,0,156,0,71,0,110,0,63,0,0,0,0,0,0,0,0
845,0,170,0,117,0,58,0,55,0,0,0,0,0,0,0,0
846,0,158,0,71,0,108,0,63,0,0,0,0,0,0,0,0
847,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
848,0,155,0,72,0,111,0,62,0,0,0,0,0,0,0,0
849,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
850,0,161,0,72,0,105,0,62,0,0,0,0,0,0,0,0
851,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
852,0,160,0,68,0,106,0,66,0,0,0,0,0,0,0,0
853,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
854,0,159,0,71,0,107,0,63,0,0,0,0,0,0,0,0
855,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
856,0,158,0,70,0,108,0,64,0,0,0,0,0,0,0,0
857,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
858,0,161,0,70,0,105,0,64,0,0,0,0,0,0,0,0
859,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
860,0,161,0,73,0,105,0,61,0,0,0,0,0,0,0,0
861,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
862,0,161,0,69,0,105,0,65,0,0,0,0,0,0,0,0
863,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
864,0,158,0,70,0,108,0,64,0,0,0,0,0,0,0,0
865,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
866,0,158,0,71,0,108,0,63,0,0,0,0,0,0,0,0
867,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
868,0,161,0,71,0,105,0,63,0,0,0,0,0,0,0,0
869,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
870,0,162,0,69,0,104,0,65,0,0,0,0,0,0,0,0
871,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
872,0,162,0,71,0,104,0,63,0,0,0,0,0,0,0,0
873,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
874,0,158,0,73,0,108,0,61,0,0,0,0,0,0,0,0
875,0,167,0,119,0,59,0,55,0,0,0,0,0,0,0,0
876,0,159,0,73,0,107,0,61,0,0,0,0,0,0,0,0
877,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
878,0,155,0,71,0,111,0,63,0,0,0,0,0,0,0,0
879,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
880,0,157,0,75,0,109,0,59,0,0,0,0,0,0,0,0
881,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
882,0,158,0,70,0,108,0,64,0,0,0,0,0,0,0,0
883,0,166,0,121,0,58,0,55,0,0,0,0,0,0,0,0
884,0,157,0,71,0,109,0,63,0,0,0,0,0,0,0,0
885,0,167,0,120,0,60,0,53,0,0,0,0,0,0,0,0
886,0,160,0,72,0,106,0,62,0,0,0,0,0,0,0,0
887,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
888,0,153,0,69,0,113,0,65,0,0,0,0,0,0,0,0
889,0,169,0,118,0,58,0,55,0,0,0,0,0,0,0,0
890,0,160,0,71,0,107,0,62,0,0,0,0,0,0,0,0
891,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
892,0,161,0,68,0,106,0,65,0,0,0,0,0,0,0,0
893,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
894,0,156,0,71,0,111,0,62,0,0,0,0,0,0,0,0
895,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
896,0,162,0,71,0,105,0,62,0,0,0,0,0,0,0,0
897,0,172,0,115,0,59,0,54,0,0,0,0,0,0,0,0
898,0,160,0,69,0,107,0,64,0,0,0,0,0,0,0,0
899,0,171,0,116,0,58,0,55,0,0,0,0,0,0,0,0
900,0,158,0,71,0,109,0,62,0,0,0,0,0,0,0,0
901,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
902,0,158,0,69,0,109,0,64,0,0,0,0,0,0,0,0
903,0,171,0,116,0,59,0,54,0,0,0,0,0,0,0,0
904,0,164,0,70,0,103,0,63,0,0,0,0,0,0,0,0
905,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
906,0,161,0,70,0,106,0,63,0,0,0,0,0,0,0,0
907,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
908,0,162,0,68,0,105,0,65,0,0,0,0,0,0,0,0
909,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
910,0,159,0,71,0,108,0,62,0,0,0,0,0,0,0,0
911,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
912,0,157,0,67,0,110,0,66,0,0,0,0,0,0,0,0
913,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
914,0,159,0,70,0,108,0,63,0,0,0,0,0,0,0,0
915,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
916,0,160,0,73,0,107,0,60,0,0,0,0,0,0,0,0
917,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
918,0,161,0,68,0,106,0,65,0,0,0,0,0,0,0,0
919,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
920,0,162,0,71,0,104,0,63,0,0,0,0,0,0,0,0
921,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
922,0,164,0,70,0,103,0,63,0,0,0,0,0,0,0,0
923,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
924,0,161,0,68,0,106,0,65,0,0,0,0,0,0,0,0
925,0,171,0,116,0,58,0,55,0,0,0,0,0,0,0,0
926,0,157,0,71,0,110,0,62,0,0,0,0,0,0,0,0
927,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
928,0,159,0,69,0,108,0,64,0,0,0,0,0,0,0,0
929,0,170,0,117,0,60,0,53,0,0,0,0,0,0,0,0
930,0,160,0,70,0,107,0,63,0,0,0,0,0,0,0,0
931,0,170,0,117,0,58,0,55,0,0,0,0,0,0,0,0
932,0,162,0,70,0,105,0,63,0,0,0,0,0,0,0,0
933,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
934,0,159,0,75,0,108,0,58,0,0,0,0,0,0,0,0
935,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
936,0,154,0,71,0,113,0,62,0,0,0,0,0,0,0,0
937,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
938,0,164,0,71,0,103,0,62,0,0,0,0,0,0,0,0
939,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
940,0,161,0,70,0,106,0,63,0,0,0,0,0,0,0,0
941,0,172,0,115,0,59,0,54,0,0,0,0,0,0,0,0
942,0,158,0,69,0,109,0,64,0,0,0,0,0,0,0,0
943,0,171,0,116,0,59,0,54,0,0,0,0,0,0,0,0
944,0,162,0,71,0,105,0,62,0,0,0,0,0,0,0,0
945,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
946,0,159,0,69,0,108,0,64,0,0,0,0,0,0,0,0
947,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
948,0,158,0,70,0,109,0,63,0,0,0,0,0,0,0,0
949,0,172,0,115,0,58,0,55,0,0,0,0,0,0,0,0
950,0,160,0,70,0,107,0,63,0,0,0,0,0,0,0,0
951,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
952,0,163,0,70,0,104,0,63,0,0,0,0,0,0,0,0
953,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
954,0,163,0,72,0,104,0,61,0,0,0,0,0,0,0,0
955,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
956,0,159,0,68,0,108,0,65,0,0,0,0,0,0,0,0
957,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
958,0,162,0,71,0,105,0,62,0,0,0,0,0,0,0,0
959,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
960,0,159,0,70,0,108,0,63,0,0,0,0,0,0,0,0
961,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
962,0,161,0,71,0,106,0,62,0,0,0,0,0,0,0,0
963,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
964,0,161,0,72,0,106,0,61,0,0,0,0,0,0,0,0
965,0,171,0,116,0,59,0,54,0,0,0,0,0,0,0,0
966,0,159,0,71,0,108,0,62,0,0,0,0,0,0,0,0
967,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
968,0,162,0,70,0,105,0,63,0,0,0,0,0,0,0,0
969,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
970,0,155,0,71,0,112,0,62,0,0,0,0,0,0,0,0
971,0,168,0,119,0,58,0,55,0,0,0,0,0,0,0,0
972,0,158,0,72,0,109,0,61,0,0,0,0,0,0,0,0
973,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
974,0,159,0,71,0,108,0,62,0,0,0,0,0,0,0,0
975,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
976,0,160,0,68,0,107,0,65,0,0,0,0,0,0,0,0
977,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
978,0,162,0,69,0,105,0,64,0,0,0,0,0,0,0,0
979,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
980,0,160,0,73,0,107,0,60,0,0,0,0,0,0,0,0
981,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
982,0,161,0,69,0,106,0,64,0,0,0,0,0,0,0,0
983,0,169,0,118,0,58,0,55,0,0,0,0,0,0,0,0
984,0,160,0,69,0,107,0,64,0,0,0,0,0,0,0,0
985,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
986,0,164,0,71,0,103,0,62,0,0,0,0,0,0,0,0
987,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
988,0,161,0,72,0,106,0,61,0,0,0,0,0,0,0,0
989,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
990,0,155,0,69,0,112,0,64,0,0,0,0,0,0,0,0
991,0,169,0,116,0,59,0,56,0,0,0,0,0,0,0,0
992,0,154,0,70,0,113,0,63,0,0,0,0,0,0,0,0
993,0,170,0,116,0,59,0,55,0,0,0,0,0,0,0,0
994,0,161,0,70,0,105,0,64,0,0,0,0,0,0,0,0
995,0,169,0,117,0,58,0,56,0,0,0,0,0,0,0,0
996,0,157,0,71,0,110,0,62,0,0,0,0,0,0,0,0
997,0,168,0,118,0,59,0,55,0,0,0,0,0,0,0,0
998,0,161,0,72,0,106,0,61,0,0,0,0,0,0,0,0
999,0,168,0,118,0,59,0,55,0,0,0,0,0,0,0,0
1000,0,156,0,69,0,111,0,64,0,0,0,0,0,0,0,0
