step,C-NR,C-SR,C-AR,C-UR,OC-NR,OC-SR,OC-AR,OC-UR,OD-NR,OD-SR,OD-AR,OD-UR,D-NR,D-SR,D-AR,D-UR
802,0,188,0,25,0,158,0,21,0,3,0,5,0,0,0,0
803,0,198,0,33,0,131,0,26,0,6,0,6,0,0,0,0
804,0,210,0,29,0,137,0,19,0,2,0,3,0,0,0,0
805,0,205,0,30,0,130,0,27,0,2,0,6,0,0,0,0
806,0,212,0,26,0,135,0,23,0,2,0,2,0,0,0,0
807,0,208,0,33,0,126,0,26,0,3,0,4,0,0,0,0
808,0,198,0,25,0,147,0,19,0,4,0,7,0,0,0,0
809,0,201,0,34,0,131,0,28,0,3,0,3,0,0,0,0
810,0,212,0,27,0,135,0,20,0,2,0,4,0,0,0,0
811,0,198,0,34,0,133,0,25,0,5,0,5,0,0,0,0
812,0,203,0,25,0,144,0,22,0,2,0,4,0,0,0,0
813,0,212,0,32,0,121,0,30,0,1,0,4,0,0,0,0
814,0,212,0,22,0,135,0,22,0,2,0,7,0,0,0,0
815,0,213,0,30,0,121,0,29,0,3,0,4,0,0,0,0
816,0,207,0,24,0,138,0,20,0,4,0,7,0,0,0,0
817,0,201,0,33,0,135,0,27,0,2,0,2,0,0,0,0
818,0,209,0,25,0,126,0,24,0,14,0,2,0,0,0,0
819,0,195,0,31,0,136,0,29,0,6,0,3,0,0,0,0
820,0,201,0,26,0,137,0,22,0,11,0,3,0,0,0,0
821,0,210,0,29,0,124,0,31,0,2,0,4,0,0,0,0
822,0,209,0,23,0,135,0,21,0,5,0,7,0,0,0,0
823,0,208,0,34,0,123,0,29,0,4,0,2,0,0,0,0
824,0,207,0,26,0,138,0,20,0,4,0,5,0,0,0,0
825,0,193,0,30,0,139,0,31,0,4,0,3,0,0,0,0
826,0,222,0,26,0,123,0,22,0,4,0,3,0,0,0,0
827,0,188,0,31,0,144,0,28,0,5,0,4,0,0,0,0
828,0,212,0,24,0,133,0,25,0,4,0,2,0,0,0,0
829,0,199,0,32,0,133,0,26,0,6,0,4,0,0,0,0
830,0,202,0,25,0,144,0,20,0,3,0,6,0,0,0,0
831,0,200,0,33,0,137,0,26,0,1,0,3,0,0,0,0
832,0,191,0,25,0,154,0,22,0,4,0,4,0,0,0,0
833,0,211,0,27,0,126,0,30,0,2,0,4,0,0,0,0
834,0,236,0,24,0,112,0,23,0,1,0,4,0,0,0,0
835,0,201,0,29,0,135,0,29,0,2,0,4,0,0,0,0
836,0,208,0,26,0,136,0,21,0,5,0,4,0,0,0,0
837,0,211,0,28,0,123,0,32,0,4,0,2,0,0,0,0
838,0,205,0,26,0,137,0,22,0,7,0,3,0,0,0,0
839,0,217,0,30,0,118,0,29,0,4,0,2,0,0,0,0
840,0,213,0,27,0,133,0,18,0,3,0,6,0,0,0,0
841,0,198,0,32,0,138,0,28,0,2,0,2,0,0,0,0
842,0,206,0,25,0,139,0,20,0,4,0,6,0,0,0,0
843,0,211,0,34,0,126,0,25,0,2,0,2,0,0,0,0
844,0,213,0,26,0,133,0,21,0,3,0,4,0,0,0,0
845,0,215,0,35,0,122,0,23,0,2,0,3,0,0,0,0
846,0,217,0,25,0,131,0,21,0,1,0,5,0,0,0,0
847,0,212,0,30,0,122,0,26,0,5,0,5,0,0,0,0
848,0,196,0,27,0,143,0,22,0,10,0,2,0,0,0,0
849,0,202,0,30,0,132,0,25,0,6,0,5,0,0,0,0
850,0,224,0,26,0,122,0,22,0,3,0,3,0,0,0,0
851,0,217,0,34,0,119,0,26,0,2,0,2,0,0,0,0
852,0,199,0,26,0,143,0,22,0,7,0,3,0,0,0,0
853,0,220,0,33,0,113,0,26,0,6,0,2,0,0,0,0
854,0,210,0,26,0,135,0,22,0,4,0,3,0,0,0,0
855,0,214,0,31,0,121,0,26,0,4,0,4,0,0,0,0
856,0,225,0,28,0,119,0,21,0,5,0,2,0,0,0,0
857,0,223,0,31,0,114,0,27,0,2,0,3,0,0,0,0
858,0,238,0,27,0,109,0,20,0,2,0,4,0,0,0,0
859,0,216,0,28,0,119,0,30,0,4,0,3,0,0,0,0
860,0,236,0,25,0,110,0,23,0,3,0,3,0,0,0,0
861,0,200,0,30,0,135,0,27,0,4,0,4,0,0,0,0
862,0,202,0,25,0,144,0,23,0,3,0,3,0,0,0,0
863,0,199,0,35,0,138,0,22,0,2,0,4,0,0,0,0
864,0,197,0,24,0,150,0,19,0,2,0,8,0,0,0,0
865,0,185,0,29,0,153,0,27,0,1,0,5,0,0,0,0
866,0,203,0,24,0,145,0,22,0,1,0,5,0,0,0,0
867,0,191,0,29,0,147,0,25,0,2,0,6,0,0,0,0
868,0,197,0,25,0,149,0,21,0,3,0,5,0,0,0,0
869,0,196,0,34,0,140,0,23,0,4,0,3,0,0,0,0
870,0,207,0,25,0,138,0,22,0,4,0,4,0,0,0,0
871,0,188,0,30,0,146,0,26,0,6,0,4,0,0,0,0
872,0,197,0,28,0,150,0,21,0,2,0,2,0,0,0,0
873,0,193,0,29,0,138,0,25,0,9,0,6,0,0,0,0
874,0,199,0,29,0,145,0,21,0,5,0,1,0,0,0,0
875,0,193,0,28,0,141,0,27,0,7,0,4,0,0,0,0
876,0,207,0,28,0,136,0,21,0,6,0,2,0,0,0,0
877,0,209,0,32,0,127,0,24,0,6,0,2,0,0,0,0
878,0,225,0,26,0,118,0,23,0,6,0,2,0,0,0,0
879,0,212,0,33,0,126,0,22,0,3,0,4,0,0,0,0
880,0,224,0,25,0,121,0,23,0,4,0,3,0,0,0,0
881,0,202,0,31,0,134,0,24,0,6,0,3,0,0,0,0
882,0,214,0,27,0,130,0,21,0,5,0,3,0,0,0,0
883,0,214,0,26,0,121,0,28,0,7,0,4,0,0,0,0
884,0,229,0,26,0,116,0,22,0,4,0,3,0,0,0,0
885,0,226,0,28,0,112,0,24,0,4,0,6,0,0,0,0
886,0,233,0,26,0,115,0,22,0,1,0,3,0,0,0,0
887,0,216,0,30,0,122,0,24,0,4,0,4,0,0,0,0
888,0,219,0,26,0,127,0,20,0,3,0,5,0,0,0,0
889,0,216,0,28,0,123,0,27,0,2,0,4,0,0,0,0
890,0,213,0,27,0,133,0,19,0,3,0,5,0,0,0,0
891,0,214,0,30,0,124,0,23,0,4,0,5,0,0,0,0
892,0,233,0,24,0,115,0,21,0,1,0,6,0,0,0,0
893,0,223,0,28,0,117,0,26,0,2,0,4,0,0,0,0
894,0,228,0,27,0,118,0,21,0,3,0,3,0,0,0,0
895,0,205,0,26,0,134,0,27,0,3,0,5,0,0,0,0
896,0,215,0,26,0,118,0,23,0,16,0,2,0,0,0,0
897,0,208,0,29,0,126,0,25,0,8,0,4,0,0,0,0
898,0,207,0,25,0,139,0,22,0,3,0,4,0,0,0,0
899,0,199,0,29,0,137,0,25,0,7,0,3,0,0,0,0
900,0,210,0,25,0,135,0,22,0,4,0,4,0,0,0,0
901,0,219,0,30,0,119,0,24,0,4,0,4,0,0,0,0
902,0,217,0,25,0,129,0,20,0,3,0,6,0,0,0,0
903,0,206,0,26,0,132,0,30,0,4,0,2,0,0,0,0
904,0,220,0,26,0,125,0,20,0,4,0,5,0,0,0,0
905,0,218,0,28,0,121,0,25,0,4,0,4,0,0,0,0
906,0,206,0,28,0,141,0,19,0,2,0,4,0,0,0,0
907,0,202,0,27,0,138,0,27,0,3,0,3,0,0,0,0
908,0,220,0,26,0,126,0,21,0,3,0,4,0,0,0,0
909,0,215,0,27,0,126,0,25,0,3,0,4,0,0,0,0
910,0,209,0,26,0,137,0,20,0,3,0,5,0,0,0,0
911,0,210,0,29,0,130,0,24,0,3,0,4,0,0,0,0
912,0,210,0,28,0,137,0,20,0,2,0,3,0,0,0,0
913,0,205,0,29,0,130,0,26,0,8,0,2,0,0,0,0
914,0,217,0,26,0,127,0,24,0,5,0,1,0,0,0,0
915,0,207,0,24,0,133,0,28,0,4,0,4,0,0,0,0
916,0,224,0,26,0,122,0,20,0,3,0,5,0,0,0,0
917,0,215,0,26,0,127,0,26,0,2,0,4,0,0,0,0
918,0,220,0,24,0,126,0,20,0,3,0,7,0,0,0,0
919,0,217,0,30,0,124,0,23,0,3,0,3,0,0,0,0
920,0,231,0,25,0,114,0,20,0,4,0,6,0,0,0,0
921,0,208,0,30,0,132,0,23,0,4,0,3,0,0,0,0
922,0,220,0,25,0,128,0,22,0,1,0,4,0,0,0,0
923,0,221,0,24,0,119,0,26,0,4,0,6,0,0,0,0
924,0,226,0,27,0,122,0,21,0,1,0,3,0,0,0,0
925,0,218,0,27,0,123,0,25,0,3,0,4,0,0,0,0
926,0,212,0,26,0,132,0,19,0,5,0,6,0,0,0,0
927,0,218,0,32,0,123,0,23,0,3,0,1,0,0,0,0
928,0,218,0,25,0,125,0,20,0,6,0,6,0,0,0,0
929,0,210,0,28,0,131,0,27,0,3,0,1,0,0,0,0
930,0,210,0,27,0,132,0,19,0,7,0,5,0,0,0,0
931,0,206,0,29,0,136,0,25,0,2,0,2,0,0,0,0
932,0,217,0,26,0,127,0,23,0,5,0,2,0,0,0,0
933,0,225,0,28,0,118,0,25,0,1,0,3,0,0,0,0
934,0,225,0,27,0,121,0,22,0,3,0,2,0,0,0,0
935,0,224,0,30,0,114,0,23,0,6,0,3,0,0,0,0
936,0,213,0,25,0,133,0,24,0,3,0,2,0,0,0,0
937,0,213,0,28,0,128,0,24,0,3,0,4,0,0,0,0
938,0,209,0,24,0,137,0,23,0,3,0,4,0,0,0,0
939,0,208,0,29,0,131,0,22,0,5,0,5,0,0,0,0
940,0,228,0,24,0,120,0,23,0,1,0,4,0,0,0,0
941,0,225,0,29,0,114,0,22,0,5,0,5,0,0,0,0
942,0,205,0,27,0,141,0,20,0,3,0,4,0,0,0,0
943,0,211,0,24,0,132,0,28,0,1,0,4,0,0,0,0
944,0,215,0,26,0,132,0,21,0,2,0,4,0,0,0,0
945,0,197,0,25,0,144,0,26,0,3,0,5,0,0,0,0
946,0,224,0,23,0,123,0,22,0,2,0,6,0,0,0,0
947,0,226,0,27,0,114,0,27,0,4,0,2,0,0,0,0
948,0,215,0,26,0,129,0,20,0,5,0,5,0,0,0,0
949,0,178,0,24,0,121,0,26,0,45,0,6,0,0,0,0
950,0,198,0,23,0,125,0,21,0,26,0,7,0,0,0,0
951,0,216,0,27,0,112,0,22,0,16,0,7,0,0,0,0
952,0,208,0,26,0,122,0,18,0,19,0,7,0,0,0,0
953,0,200,0,25,0,128,0,24,0,16,0,7,0,0,0,0
954,0,207,0,25,0,129,0,20,0,13,0,6,0,0,0,0
955,0,193,0,23,0,124,0,22,0,27,0,11,0,0,0,0
956,0,219,0,23,0,120,0,22,0,10,0,6,0,0,0,0
957,0,210,0,26,0,122,0,21,0,12,0,9,0,0,0,0
958,0,208,0,25,0,128,0,21,0,13,0,5,0,0,0,0
959,0,211,0,28,0,122,0,21,0,11,0,7,0,0,0,0
960,0,202,0,25,0,139,0,20,0,8,0,6,0,0,0,0
961,0,222,0,29,0,112,0,21,0,10,0,6,0,0,0,0
962,0,218,0,27,0,125,0,20,0,6,0,4,0,0,0,0
963,0,223,0,26,0,115,0,22,0,6,0,8,0,0,0,0
964,0,218,0,25,0,128,0,18,0,3,0,8,0,0,0,0
965,0,218,0,27,0,121,0,21,0,5,0,8,0,0,0,0
966,0,207,0,22,0,139,0,22,0,3,0,7,0,0,0,0
967,0,219,0,23,0,120,0,25,0,5,0,8,0,0,0,0
968,0,210,0,25,0,136,0,20,0,3,0,6,0,0,0,0
969,0,225,0,27,0,114,0,23,0,5,0,6,0,0,0,0
970,0,219,0,27,0,126,0,18,0,4,0,6,0,0,0,0
971,0,210,0,27,0,129,0,24,0,5,0,5,0,0,0,0
972,0,209,0,26,0,137,0,19,0,3,0,6,0,0,0,0
973,0,209,0,27,0,129,0,21,0,6,0,8,0,0,0,0
974,0,196,0,24,0,150,0,21,0,3,0,6,0,0,0,0
975,0,207,0,26,0,132,0,23,0,5,0,7,0,0,0,0
976,0,206,0,24,0,139,0,21,0,4,0,6,0,0,0,0
977,0,199,0,29,0,142,0,21,0,3,0,6,0,0,0,0
978,0,210,0,23,0,134,0,22,0,5,0,6,0,0,0,0
979,0,216,0,26,0,123,0,25,0,5,0,5,0,0,0,0
980,0,223,0,21,0,122,0,23,0,4,0,7,0,0,0,0
981,0,218,0,29,0,122,0,21,0,4,0,6,0,0,0,0
982,0,214,0,22,0,133,0,21,0,2,0,8,0,0,0,0
983,0,218,0,28,0,122,0,22,0,4,0,6,0,0,0,0
984,0,228,0,24,0,118,0,21,0,3,0,6,0,0,0,0
985,0,225,0,27,0,114,0,21,0,5,0,8,0,0,0,0
986,0,219,0,24,0,127,0,20,0,3,0,7,0,0,0,0
987,0,214,0,24,0,129,0,25,0,1,0,7,0,0,0,0
988,0,216,0,22,0,129,0,23,0,4,0,6,0,0,0,0
989,0,220,0,26,0,119,0,23,0,5,0,7,0,0,0,0
990,0,205,0,24,0,139,0,21,0,6,0,5,0,0,0,0
991,0,227,0,27,0,114,0,23,0,5,0,4,0,0,0,0
992,0,218,0,22,0,127,0,20,0,5,0,8,0,0,0,0
993,0,210,0,24,0,126,0,24,0,10,0,6,0,0,0,0
994,0,212,0,22,0,131,0,20,0,7,0,8,0,0,0,0
995,0,218,0,26,0,118,0,22,0,10,0,6,0,0,0,0
996,0,199,0,23,0,144,0,19,0,9,0,6,0,0,0,0
997,0,217,0,25,0,123,0,22,0,8,0,5,0,0,0,0
998,0,220,0,23,0,123,0,22,0,9,0,3,0,0,0,0
999,0,222,0,28,0,119,0,22,0,7,0,2,0,0,0,0
1000,0,209,0,24,0,131,0,20,0,12,0,4,0,0,0,0
